codigo_reserva;cedula_huesped;id_alojamiento;fecha_pago;metodo_pago;fecha_inicio;fecha_fin;pregunta_cliente
RSV0573;200000097;1212;30/06/2025;PSE;01/07/2025;04/07/2025;Esta cerca del metro?
RSV0574;200000242;1236;06/07/2025;TCredito;09/07/2025;12/07/2025;Es zona segura?
RSV0575;200000037;1138;14/05/2025;PSE;17/05/2025;18/05/2025;Puedo llevar mascota?
RSV0576;200000226;1236;31/05/2025;PSE;02/06/2025;03/06/2025;Esta cerca del metro?
RSV0577;200000118;1024;25/05/2025;PSE;28/05/2025;02/06/2025;Hay vigilancia?
RSV0578;200000148;1164;20/07/2025;TCredito;22/07/2025;24/07/2025;Esta cerca del metro?
RSV0579;200000178;1100;26/06/2025;PSE;28/06/2025;03/07/2025;Tiene parqueadero?
RSV0580;200000222;1101;29/05/2025;TCredito;01/06/2025;05/06/2025;Hay aire acondicionado?
RSV0581;200000210;1061;07/06/2025;PSE;12/06/2025;17/06/2025;Tiene wifi?
RSV0582;200000036;1041;19/06/2025;PSE;23/06/2025;24/06/2025;Se permite fumar?
RSV0583;200000060;1004;02/05/2025;TCredito;05/05/2025;10/05/2025;Incluye desayuno?
RSV0584;200000135;1013;16/06/2025;TCredito;20/06/2025;24/06/2025;Hay vigilancia?
RSV0585;200000117;1160;24/05/2025;TCredito;28/05/2025;01/06/2025;Es zona segura?
RSV0586;200000015;1023;27/06/2025;TCredito;02/07/2025;07/07/2025;Hay vigilancia?
RSV0587;200000016;1035;15/07/2025;TCredito;20/07/2025;24/07/2025;Hay vigilancia?
RSV0588;200000057;1222;14/07/2025;TCredito;16/07/2025;18/07/2025;Puedo llevar mascota?
RSV0589;200000191;1207;20/07/2025;TCredito;21/07/2025;23/07/2025;Tiene cocina?
RSV0590;200000099;1101;31/05/2025;TCredito;05/06/2025;09/06/2025;Tiene wifi?
RSV0591;200000110;1134;02/06/2025;TCredito;07/06/2025;08/06/2025;Es zona segura?
RSV0592;200000165;1237;01/06/2025;PSE;02/06/2025;06/06/2025;Tiene wifi?
RSV0593;200000020;1122;28/05/2025;PSE;01/06/2025;02/06/2025;Tiene wifi?
RSV0594;200000224;1216;29/04/2025;TCredito;04/05/2025;08/05/2025;Tiene cocina?
RSV0595;200000227;1059;15/06/2025;TCredito;19/06/2025;20/06/2025;Hay aire acondicionado?
RSV0596;200000170;1105;23/05/2025;PSE;28/05/2025;31/05/2025;Hay vigilancia?
RSV0597;200000025;1178;06/05/2025;PSE;10/05/2025;11/05/2025;Puedo llevar mascota?
RSV0598;200000155;1167;27/07/2025;TCredito;28/07/2025;02/08/2025;Esta cerca del metro?
RSV0599;200000147;1247;11/07/2025;PSE;15/07/2025;16/07/2025;Tiene parqueadero?
RSV0600;200000163;1225;02/06/2025;TCredito;03/06/2025;07/06/2025;Puedo llevar mascota?
RSV0601;200000150;1013;10/06/2025;PSE;12/06/2025;15/06/2025;Hay aire acondicionado?
RSV0602;200000139;1067;31/05/2025;PSE;01/06/2025;05/06/2025;Es zona segura?
RSV0603;200000191;1131;05/05/2025;PSE;08/05/2025;11/05/2025;Incluye desayuno?
RSV0604;200000220;1197;22/07/2025;PSE;26/07/2025;27/07/2025;Incluye desayuno?
RSV0605;200000186;1056;08/07/2025;PSE;10/07/2025;11/07/2025;Hay vigilancia?
RSV0606;200000117;1160;04/06/2025;PSE;09/06/2025;12/06/2025;Incluye desayuno?
RSV0607;200000110;1095;07/06/2025;TCredito;09/06/2025;11/06/2025;Hay aire acondicionado?
RSV0608;200000003;1223;11/06/2025;TCredito;16/06/2025;20/06/2025;Tiene wifi?
RSV0609;200000071;1053;11/06/2025;PSE;16/06/2025;19/06/2025;Se permite fumar?
RSV0610;200000002;1071;26/07/2025;PSE;27/07/2025;01/08/2025;Puedo llevar mascota?
RSV0611;200000054;1128;21/07/2025;PSE;24/07/2025;25/07/2025;Tiene cocina?
RSV0612;200000247;1145;10/06/2025;TCredito;11/06/2025;12/06/2025;Tiene wifi?
RSV0613;200000092;1027;12/05/2025;TCredito;17/05/2025;18/05/2025;Se permite fumar?
RSV0614;200000166;1205;22/06/2025;PSE;27/06/2025;30/06/2025;Puedo llevar mascota?
RSV0615;200000208;1164;22/06/2025;PSE;23/06/2025;27/06/2025;Hay aire acondicionado?
RSV0616;200000007;1246;21/05/2025;PSE;22/05/2025;23/05/2025;Tiene cocina?
RSV0617;200000040;1015;16/07/2025;PSE;20/07/2025;22/07/2025;Hay vigilancia?
RSV0618;200000035;1167;02/06/2025;PSE;06/06/2025;07/06/2025;Es zona segura?
RSV0619;200000236;1168;14/07/2025;PSE;18/07/2025;23/07/2025;Es zona segura?
RSV0620;200000070;1164;11/07/2025;TCredito;12/07/2025;15/07/2025;Hay vigilancia?
RSV0621;200000090;1065;22/06/2025;TCredito;26/06/2025;27/06/2025;Tiene parqueadero?
RSV0622;200000248;1214;04/07/2025;PSE;06/07/2025;07/07/2025;Esta cerca del metro?
RSV0623;200000144;1077;07/05/2025;TCredito;10/05/2025;13/05/2025;Hay aire acondicionado?
RSV0624;200000007;1084;25/07/2025;PSE;30/07/2025;02/08/2025;Esta cerca del metro?
RSV0625;200000183;1084;14/06/2025;PSE;15/06/2025;20/06/2025;Hay aire acondicionado?
RSV0626;200000196;1156;25/06/2025;PSE;27/06/2025;30/06/2025;Tiene cocina?
RSV0627;200000036;1051;14/07/2025;PSE;17/07/2025;22/07/2025;Se permite fumar?
RSV0628;200000164;1163;22/05/2025;PSE;23/05/2025;24/05/2025;Tiene parqueadero?
RSV0629;200000178;1138;08/06/2025;PSE;09/06/2025;10/06/2025;Puedo llevar mascota?
RSV0630;200000166;1018;04/07/2025;PSE;06/07/2025;11/07/2025;Hay vigilancia?
RSV0631;200000056;1100;23/05/2025;TCredito;28/05/2025;30/05/2025;Tiene wifi?
RSV0632;200000008;1151;21/06/2025;PSE;22/06/2025;23/06/2025;Esta cerca del metro?
RSV0633;200000075;1031;13/07/2025;TCredito;18/07/2025;21/07/2025;Tiene cocina?
RSV0634;200000247;1239;30/06/2025;TCredito;04/07/2025;08/07/2025;Hay vigilancia?
RSV0635;200000089;1048;11/07/2025;TCredito;14/07/2025;17/07/2025;Esta cerca del metro?
RSV0636;200000043;1169;24/07/2025;PSE;29/07/2025;02/08/2025;Tiene parqueadero?
RSV0637;200000172;1000;01/07/2025;TCredito;05/07/2025;06/07/2025;Esta cerca del metro?
RSV0638;200000094;1079;29/06/2025;TCredito;30/06/2025;02/07/2025;Tiene cocina?
RSV0639;200000229;1041;02/06/2025;TCredito;06/06/2025;08/06/2025;Puedo llevar mascota?
RSV0640;200000247;1059;01/05/2025;TCredito;04/05/2025;05/05/2025;Tiene parqueadero?
RSV0641;200000219;1020;04/06/2025;PSE;05/06/2025;07/06/2025;Tiene wifi?
RSV0642;200000201;1081;29/04/2025;TCredito;02/05/2025;07/05/2025;Tiene cocina?
RSV0643;200000236;1213;01/05/2025;TCredito;02/05/2025;06/05/2025;Se permite fumar?
RSV0644;200000150;1178;29/06/2025;TCredito;01/07/2025;02/07/2025;Incluye desayuno?
RSV0645;200000105;1234;13/05/2025;PSE;18/05/2025;21/05/2025;Se permite fumar?
RSV0646;200000068;1093;30/04/2025;PSE;04/05/2025;05/05/2025;Incluye desayuno?
RSV0647;200000014;1090;27/07/2025;PSE;30/07/2025;02/08/2025;Tiene wifi?
RSV0648;200000015;1229;19/06/2025;TCredito;23/06/2025;28/06/2025;Tiene cocina?
RSV0649;200000046;1026;13/06/2025;TCredito;17/06/2025;19/06/2025;Esta cerca del metro?
RSV0650;200000102;1210;26/06/2025;PSE;29/06/2025;03/07/2025;Incluye desayuno?
RSV0651;200000169;1129;21/07/2025;PSE;24/07/2025;26/07/2025;Puedo llevar mascota?
RSV0652;200000130;1098;28/05/2025;TCredito;31/05/2025;05/06/2025;Se permite fumar?
RSV0653;200000044;1094;06/07/2025;PSE;07/07/2025;08/07/2025;Tiene cocina?
RSV0654;200000192;1005;24/05/2025;PSE;28/05/2025;30/05/2025;Es zona segura?
RSV0655;200000074;1193;13/07/2025;PSE;18/07/2025;21/07/2025;Incluye desayuno?
RSV0656;200000232;1077;21/05/2025;PSE;24/05/2025;28/05/2025;Se permite fumar?
RSV0657;200000125;1242;15/06/2025;PSE;17/06/2025;20/06/2025;Puedo llevar mascota?
RSV0658;200000203;1091;10/07/2025;PSE;12/07/2025;17/07/2025;Puedo llevar mascota?
RSV0659;200000196;1032;13/07/2025;PSE;18/07/2025;19/07/2025;Hay aire acondicionado?
RSV0660;200000086;1030;23/06/2025;TCredito;25/06/2025;29/06/2025;Tiene wifi?
RSV0661;200000157;1139;03/05/2025;PSE;06/05/2025;08/05/2025;Tiene cocina?
RSV0662;200000185;1093;26/07/2025;PSE;29/07/2025;30/07/2025;Se permite fumar?
RSV0663;200000004;1152;12/05/2025;PSE;15/05/2025;20/05/2025;Es zona segura?
RSV0664;200000072;1088;19/07/2025;TCredito;23/07/2025;24/07/2025;Puedo llevar mascota?
RSV0665;200000110;1017;19/06/2025;PSE;24/06/2025;25/06/2025;Es zona segura?
RSV0666;200000162;1069;29/07/2025;TCredito;30/07/2025;02/08/2025;Esta cerca del metro?
RSV0667;200000128;1113;28/05/2025;TCredito;01/06/2025;05/06/2025;Esta cerca del metro?
RSV0668;200000178;1056;13/06/2025;TCredito;14/06/2025;18/06/2025;Hay aire acondicionado?
RSV0669;200000044;1023;17/05/2025;PSE;21/05/2025;23/05/2025;Tiene cocina?
RSV0670;200000164;1052;09/07/2025;PSE;14/07/2025;18/07/2025;Tiene wifi?
RSV0671;200000029;1134;03/05/2025;TCredito;04/05/2025;07/05/2025;Hay aire acondicionado?
RSV0672;200000153;1023;07/06/2025;PSE;09/06/2025;13/06/2025;Tiene cocina?
RSV0673;200000056;1216;28/06/2025;PSE;01/07/2025;02/07/2025;Hay aire acondicionado?
RSV0674;200000216;1071;22/05/2025;TCredito;24/05/2025;26/05/2025;Incluye desayuno?
RSV0675;200000176;1068;05/06/2025;PSE;09/06/2025;11/06/2025;Hay vigilancia?
RSV0676;200000205;1205;11/06/2025;PSE;14/06/2025;16/06/2025;Tiene wifi?
RSV0677;200000044;1189;09/07/2025;TCredito;14/07/2025;15/07/2025;Se permite fumar?
RSV0678;200000140;1105;10/06/2025;PSE;11/06/2025;16/06/2025;Es zona segura?
RSV0679;200000047;1142;14/05/2025;TCredito;16/05/2025;20/05/2025;Incluye desayuno?
RSV0680;200000061;1131;23/06/2025;TCredito;26/06/2025;28/06/2025;Esta cerca del metro?
RSV0681;200000001;1150;10/07/2025;PSE;13/07/2025;15/07/2025;Esta cerca del metro?
RSV0682;200000010;1022;01/07/2025;TCredito;02/07/2025;06/07/2025;Hay aire acondicionado?
RSV0683;200000056;1167;02/07/2025;PSE;07/07/2025;10/07/2025;Tiene cocina?
RSV0684;200000123;1009;30/05/2025;PSE;03/06/2025;06/06/2025;Tiene parqueadero?
RSV0685;200000141;1067;18/07/2025;PSE;21/07/2025;26/07/2025;Tiene cocina?
RSV0686;200000072;1021;29/06/2025;TCredito;30/06/2025;01/07/2025;Tiene wifi?
RSV0687;200000236;1174;30/05/2025;TCredito;04/06/2025;07/06/2025;Se permite fumar?
RSV0688;200000055;1245;11/06/2025;PSE;15/06/2025;19/06/2025;Tiene cocina?
RSV0689;200000013;1111;16/06/2025;PSE;17/06/2025;18/06/2025;Tiene cocina?
RSV0690;200000126;1093;12/07/2025;TCredito;15/07/2025;20/07/2025;Hay aire acondicionado?
RSV0691;200000026;1148;10/07/2025;TCredito;12/07/2025;13/07/2025;Hay aire acondicionado?
RSV0692;200000241;1103;15/06/2025;TCredito;19/06/2025;22/06/2025;Es zona segura?
RSV0693;200000144;1039;08/07/2025;PSE;12/07/2025;17/07/2025;Puedo llevar mascota?
RSV0694;200000242;1170;12/07/2025;TCredito;16/07/2025;20/07/2025;Tiene parqueadero?
RSV0695;200000245;1103;13/07/2025;TCredito;16/07/2025;20/07/2025;Esta cerca del metro?
RSV0696;200000021;1135;15/05/2025;PSE;20/05/2025;21/05/2025;Se permite fumar?
RSV0697;200000093;1068;13/07/2025;TCredito;15/07/2025;16/07/2025;Hay vigilancia?
RSV0698;200000184;1019;08/05/2025;PSE;13/05/2025;15/05/2025;Tiene wifi?
RSV0699;200000201;1138;20/06/2025;PSE;25/06/2025;29/06/2025;Puedo llevar mascota?
RSV0700;200000044;1169;14/07/2025;PSE;15/07/2025;17/07/2025;Hay vigilancia?
